market,date,oi,nc_l,nc_s,nc_sp,c_l,c_s,nr_l,nr_s,nc_net,c_net,nc_l_chg,nc_s_chg,c_l_chg,c_s_chg
豆粕 (CBOT),2024-08-13,602441,102860,104418,171349,274371,292943,53862,33732,-1558,-18572,-18129,24715,31894,-11240
豆粕 (CBOT),2024-08-20,594491,108995,105567,162324,269813,296096,53359,30505,3428,-26283,6135,1149,-4557,3153
豆粕 (CBOT),2024-08-27,575331,111994,103410,148508,262341,293642,52489,29771,8584,-31301,2999,-2157,-7473,-2454
豆粕 (CBOT),2024-09-03,569863,118801,94040,139425,259418,308098,52220,28300,24761,-48680,6807,-9370,-2923,14456
豆粕 (CBOT),2024-09-10,565319,116876,81791,136307,262038,317963,50098,29258,35085,-55925,-1925,-12249,2620,9865
豆粕 (CBOT),2024-09-17,574487,121062,82168,138151,264739,324043,50535,30125,38894,-59304,4186,377,2701,6080
豆粕 (CBOT),2024-09-24,574726,133414,74308,138359,249858,334218,53096,27842,59106,-84360,12352,-7860,-14881,10175
豆粕 (CBOT),2024-10-01,604338,161685,58803,149569,236348,369054,56736,26913,102882,-132706,28271,-15505,-13510,34836
豆粕 (CBOT),2024-10-08,614746,157945,62772,149078,248977,374113,58747,28783,95173,-125136,-3740,3969,12629,5059
豆粕 (CBOT),2024-10-15,628963,140722,87171,165687,264221,346809,58332,29295,53551,-82588,-17223,24399,15245,-27304
豆粕 (CBOT),2024-10-22,643667,142763,83810,165983,277160,361996,57761,31878,58953,-84836,2040,-3361,12939,15187
豆粕 (CBOT),2024-10-29,661109,129327,113995,175333,295802,340671,60646,31110,15332,-44869,-13435,30185,18642,-21325
豆粕 (CBOT),2024-11-05,669242,127813,126335,173671,304562,333485,63195,35751,1478,-28923,-1514,12340,8760,-7186
豆粕 (CBOT),2024-11-12,710592,130374,138604,190428,324094,343905,65696,37655,-8230,-19811,2561,12269,19532,10420
豆粕 (CBOT),2024-11-19,715690,123871,163180,195195,330352,321346,66272,35968,-39309,9006,-6503,24576,6258,-22558
豆粕 (CBOT),2024-11-26,656787,113931,170340,173505,306813,277437,62538,35504,-56409,29376,-9940,7159,-23539,-43909
豆粕 (CBOT),2024-12-03,669155,112896,167776,186490,308084,280062,61684,34826,-54880,28022,-1035,-2564,1272,2625
豆粕 (CBOT),2024-12-10,684821,114648,166245,199627,308653,285578,61893,33371,-51597,23075,1752,-1531,569,5516
豆粕 (CBOT),2024-12-17,714466,108953,176983,216317,325977,285783,63219,35383,-68030,40194,-5695,10738,17324,205
豆粕 (CBOT),2024-12-24,687531,97840,171823,213940,317403,268500,58347,33269,-73983,48903,-11112,-5160,-8574,-17283
豆粕 (CBOT),2024-12-31,631459,102564,145847,175636,296697,277077,56562,32900,-43283,19620,4724,-25976,-20706,8577
豆粕 (CBOT),2025-01-07,607004,85885,132455,171103,295109,268097,54905,35349,-46570,27012,-16679,-13391,-1588,-8980
豆粕 (CBOT),2025-01-14,628503,77247,128501,181160,313557,285647,56540,33196,-51254,27910,-8639,-3954,18447,17550
豆粕 (CBOT),2025-01-21,640584,79047,127969,187325,317819,291497,56393,33793,-48922,26322,1800,-532,4262,5850
豆粕 (CBOT),2025-01-28,646501,78465,122628,185811,326753,304140,55471,33921,-44163,22613,-582,-5341,8934,12643
豆粕 (CBOT),2025-02-04,670067,83576,104045,194393,336386,335622,55713,36007,-20469,764,5111,-18584,9632,31482
豆粕 (CBOT),2025-02-11,653163,82290,116750,184625,327994,315900,58253,35888,-34460,12094,-1285,12705,-8391,-19722
豆粕 (CBOT),2025-02-18,657949,81671,125991,184121,332030,311872,60126,35965,-44320,20158,-619,9241,4036,-4029
豆粕 (CBOT),2025-02-25,595196,83980,133738,144473,312571,281684,54171,35300,-49758,30887,2309,7747,-19459,-30188
豆粕 (CBOT),2025-03-04,610469,82642,156575,154351,318723,265213,54752,34330,-73933,53510,-1338,22837,6152,-16471
豆粕 (CBOT),2025-03-11,608053,84480,144577,154543,315448,275367,53582,33566,-60097,40081,1838,-11998,-3275,10154
豆粕 (CBOT),2025-03-18,614473,88014,137044,168221,304507,277859,53731,31349,-49030,26648,3534,-7533,-10940,2492
豆粕 (CBOT),2025-03-25,631676,80907,149701,173935,322062,275133,54771,32907,-68794,46929,-7107,12657,17555,-2726
豆粕 (CBOT),2025-04-01,661628,81681,161688,189819,333051,277380,57077,32740,-80007,55671,773,11987,10988,2247
豆粕 (CBOT),2025-04-08,694034,83540,162932,203155,345777,294058,61562,33889,-79392,51719,1859,1244,12727,16678
豆粕 (CBOT),2025-04-15,674594,82988,137752,198089,338023,304468,55495,34285,-54764,33555,-552,-25180,-7754,10410
豆粕 (CBOT),2025-04-22,675571,82145,145507,204454,334458,293168,54515,32443,-63362,41290,-843,7754,-3565,-11300
豆粕 (CBOT),2025-04-29,607415,84366,168301,155677,315862,254119,51509,29317,-83935,61743,2222,22794,-18596,-39049
豆粕 (CBOT),2025-05-06,633063,89155,175416,164411,324743,262826,54755,30411,-86261,61917,4789,7115,8881,8706
豆粕 (CBOT),2025-05-13,649674,93793,177850,173923,325546,263737,56413,34165,-84057,61809,4638,2434,803,911
豆粕 (CBOT),2025-05-20,663735,91037,182687,183725,329046,264202,59926,33120,-91650,64844,-2756,4837,3501,465
豆粕 (CBOT),2025-05-27,657435,95196,174654,183009,318887,265782,60343,33989,-79458,53105,4159,-8033,-10159,1580
豆粕 (CBOT),2025-06-03,668904,93418,179860,183451,329745,271405,62291,34189,-86442,58340,-1778,5205,10858,5623
豆粕 (CBOT),2025-06-10,671097,93012,168851,178422,338918,288423,60745,35401,-75839,50495,-406,-11008,9173,17017
豆粕 (CBOT),2025-06-17,722654,85237,188061,201314,372441,294012,63663,39267,-102824,78429,-7776,19209,33523,5590
豆粕 (CBOT),2025-06-24,683238,86839,188608,176998,353757,279837,65644,37795,-101769,73920,1602,548,-18684,-14176
豆粕 (CBOT),2025-07-01,703343,90536,208961,185062,361786,273890,65959,35430,-118425,87896,3698,20353,8029,-5946
豆粕 (CBOT),2025-07-08,725780,86612,204454,197124,377529,287334,64516,36869,-117842,90195,-3925,-4507,15743,13443
豆粕 (CBOT),2025-07-15,755740,98121,211962,209805,382087,296662,65727,37311,-113841,85425,11510,7508,4558,9328
豆粕 (CBOT),2025-07-22,761462,99724,203470,219888,378914,300498,62936,37606,-103746,78416,1603,-8492,-3173,3836
豆粕 (CBOT),2025-07-29,740724,96398,209340,203026,380539,290147,60761,38211,-112942,90392,-3326,5870,1625,-10351
豆粕 (CBOT),2025-08-05,752333,94097,198313,214799,386399,303469,57038,35753,-104216,82930,-2301,-11027,5860,13322
豆粕 (CBOT),2025-08-12,758571,91319,169515,225531,384919,327835,56801,35689,-78196,57084,-2779,-28797,-1479,24366
豆粕 (CBOT),2025-08-19,755353,97512,158431,233300,368567,327996,55974,35626,-60919,40571,6193,-11084,-16352,161
豆粕 (CBOT),2025-08-26,677277,102826,141143,174456,346705,325817,53290,35861,-38317,20888,5314,-17287,-21862,-2179
豆粕 (CBOT),2025-09-02,669416,93678,165741,173631,350226,293785,51882,36260,-72063,56441,-9148,24597,3520,-32033
豆粕 (CBOT),2025-09-09,694257,107909,164610,184243,349174,310341,52931,35062,-56701,38833,14231,-1130,-1052,16557
豆粕 (CBOT),2025-09-16,713726,103787,163208,194932,361690,321149,53318,34437,-59421,40541,-4122,-1402,12516,10808
豆粕 (CBOT),2025-09-23,749986,99815,182595,220657,376187,309027,53327,37706,-82780,67160,-3972,19387,14497,-12122
豆粕 (CBOT),2025-09-30,736103,109375,195976,201216,372959,304005,52553,34906,-86601,68954,9560,13381,-3228,-5022
豆粕 (CBOT),2025-10-07,762418,112232,195893,206499,387800,322071,55888,37955,-83661,65729,2857,-82,14841,18066
豆粕 (CBOT),2025-10-14,784543,111334,204295,216248,401107,326490,55855,37510,-92961,74617,-898,8402,13306,4419
豆粕 (CBOT),2025-10-21,785769,115567,181566,215513,395696,353080,58992,35611,-65999,42616,4233,-22730,-5410,26589
豆粕 (CBOT),2025-10-28,752450,122570,142582,196924,375029,374630,57926,38313,-20012,399,7003,-38983,-20667,21550
豆粕 (CBOT),2025-11-04,737671,131311,108619,189540,359773,401551,57047,37961,22692,-41778,8741,-33963,-15256,26921
豆粕 (CBOT),2025-11-10,732474,132521,97498,201661,340385,393962,57907,39353,35023,-53577,1210,-11121,-19388,-7589
豆粕 (CBOT),2025-11-18,728358,143223,79751,205860,322033,404991,57241,37756,63472,-82958,10703,-17747,-18351,11030
豆粕 (CBOT),2025-11-25,655968,137121,77443,167103,299063,372379,52681,39043,59678,-73316,-6102,-2309,-22971,-32612
豆粕 (CBOT),2025-12-02,650587,129565,78318,169157,299618,366356,52247,36757,51247,-66738,-7556,875,556,-6024
豆粕 (CBOT),2025-12-09,646372,108580,85829,178467,306028,348372,53296,33704,22751,-42344,-20985,7511,6410,-17984
豆粕 (CBOT),2025-12-16,635524,103011,97677,183637,298860,320772,50016,33438,5334,-21912,-5570,11848,-7168,-27600
豆粕 (CBOT),2025-12-23,613388,96895,102800,176078,292402,301244,48013,33266,-5905,-8842,-6115,5123,-6458,-19528
豆粕 (CBOT),2025-12-30,545507,98413,108258,122185,279083,282766,45826,32298,-9845,-3683,1518,5458,-13319,-18478
豆粕 (CBOT),2026-01-06,551228,93435,112997,128277,282705,276827,46810,33127,-19562,5878,-4978,4739,3622,-5939
豆粕 (CBOT),2026-01-13,581407,100529,109416,138057,295260,301331,47561,32603,-8887,-6071,7094,-3581,12554,24504
豆粕 (CBOT),2026-01-20,599203,99783,133565,148582,301845,285024,48993,32032,-33782,16821,-747,24148,6585,-16307
豆粕 (CBOT),2026-01-27,600273,106226,125069,145570,298144,298469,50333,31165,-18843,-325,6444,-8496,-3701,13444
豆粕 (CBOT),2026-02-03,613292,104102,111388,148184,310834,318950,50172,34770,-7286,-8116,-2125,-13681,12690,20481
豆粕 (CBOT),2026-02-10,600880,102296,100160,143439,305181,325121,49963,32160,2136,-19940,-1805,-11228,-5653,6171
豆粕 (CBOT),2026-02-17,598663,102266,89602,138795,305040,338814,52562,31452,12664,-33774,-31,-10558,-141,13693
豆粕 (CBOT),2026-02-24,556917,119649,72960,112059,273028,341869,52181,30029,46689,-68841,17383,-16642,-32013,3054
豆粕 (CBOT),2026-03-03,584419,137490,69701,128379,268936,356590,49614,29749,67789,-87654,17841,-3259,-4092,14722
豆粕 (CBOT),2026-03-10,595072,146954,53981,136886,261644,377242,49587,26962,92973,-115598,9464,-15719,-7292,20651
豆粕 (CBOT),2026-03-17,605483,155839,61832,136776,261735,378429,51133,28446,94007,-116694,8885,7851,91,1187
豆粕 (CBOT),2026-03-24,648304,170497,47435,154551,269691,418933,53565,27386,123062,-149242,14659,-14398,7956,40504
豆粕 (CBOT),2026-03-31,659166,167199,52458,156528,282190,421053,53250,29127,114741,-138863,-3299,5024,12499,2120
豆粕 (CBOT),2026-04-07,669143,160571,50442,171033,283953,417276,53585,30391,110129,-133323,-6628,-2017,1763,-3777
豆粕 (CBOT),2026-04-14,683714,192946,43198,169245,270030,443698,51493,27573,149748,-173668,32375,-7244,-13923,26422
豆粕 (CBOT),2026-04-21,694342,180114,48190,162648,297325,454661,54256,28844,131924,-157336,-12833,4992,27295,10963
豆粕 (CBOT),2026-04-28,637906,190257,54094,132100,265872,422385,49677,29328,136163,-156513,10144,5904,-31452,-32276
豆粕 (CBOT),2026-05-05,633734,184704,57343,135658,259247,412423,54126,28310,127361,-153176,-5553,3250,-6626,-9962
豆粕 (CBOT),2026-05-12,651275,192275,50186,143772,257649,416079,57578,41237,142089,-158430,7571,-7157,-1598,3656
